term,mean_tfidf_high,mean_tfidf_moderate,mean_tfidf_limited,mean_tfidf_low,term_type
cut,0.008555,0.0,0.0,0.0,unigram
included deep,0.008555,0.0,0.0,0.0,bigram
customers money,0.008555,0.0,0.0,0.0,bigram
ai deep,0.008555,0.0,0.0,0.0,bigram
implementation ai,0.008555,0.0,0.0,0.0,bigram
boards,0.008555,0.0,0.0,0.0,unigram
leading digital,0.008555,0.0,0.0,0.0,bigram
financial resilience,0.008555,0.0,0.0,0.0,bigram
ai simplification,0.008555,0.0,0.0,0.0,bigram
recommendation,0.008555,0.0,0.0,0.0,unigram
reflected,0.008555,0.0,0.0,0.0,unigram
attacks,0.00852,0.016749,0.029554,0.0,unigram
comply,0.008511,0.018809,0.0,0.0,unigram
client,0.008508,0.024657,0.01262,0.0,unigram
hub,0.008508,0.023111,0.006225,0.0,unigram
business outcomes,0.0085,0.0,0.005501,0.0,bigram
ghg,0.0085,0.0,0.008576,0.0,unigram
dashboards,0.0085,0.0,0.007346,0.0,unigram
data assets,0.0085,0.013002,0.0,0.0,bigram
medium term,0.0085,0.006176,0.0,0.0,bigram
dynamic,0.0085,0.006195,0.0,0.0,unigram
foundation,0.008481,0.015546,0.00543,0.0,unigram
structure,0.008481,0.003863,0.010016,0.042597,unigram
investor,0.00844,0.004891,0.02277,0.0,unigram
key markets,0.008415,0.0,0.008048,0.0,bigram
salary,0.008415,0.010043,0.0,0.0,unigram
broad,0.008415,0.010043,0.0,0.0,unigram
technology strategy,0.008415,0.0,0.005501,0.0,bigram
margin,0.008415,0.006195,0.0,0.0,unigram
en,0.008415,0.006195,0.0,0.0,unigram
recently,0.008415,0.006195,0.0,0.0,unigram
financial operational,0.00841,0.0,0.0,0.0,bigram
systems support,0.00841,0.0,0.0,0.0,bigram
stakeholder needs,0.00841,0.0,0.0,0.0,bigram
principles model,0.00841,0.0,0.0,0.0,bigram
securities,0.00841,0.0,0.0,0.0,unigram
change delivery,0.00841,0.0,0.0,0.0,bigram
agriculture,0.00841,0.0,0.0,0.0,unigram
framework group,0.00841,0.0,0.0,0.0,bigram
risks security,0.00841,0.0,0.0,0.0,bigram
substantive,0.00841,0.0,0.0,0.0,unigram
regulators ai,0.00841,0.0,0.0,0.0,bigram
group include,0.00841,0.0,0.0,0.0,bigram
units,0.00841,0.0,0.0,0.0,unigram
exists,0.00841,0.0,0.0,0.0,unigram
officer head,0.00841,0.0,0.0,0.0,bigram
ethical ai,0.00841,0.0,0.0,0.0,bigram
final,0.00841,0.0,0.0,0.0,unigram
premises,0.00841,0.0,0.0,0.0,unigram
ai software,0.00841,0.0,0.0,0.0,bigram
premises risk,0.00841,0.0,0.0,0.0,bigram
management climate,0.00841,0.0,0.0,0.0,bigram
management data,0.00841,0.0,0.0,0.0,bigram
emerging ai,0.00841,0.0,0.0,0.0,bigram
maximum,0.00841,0.0,0.0,0.0,unigram
mis,0.00841,0.0,0.0,0.0,unigram
created using,0.00841,0.0,0.0,0.0,bigram
skilled,0.00841,0.0,0.0,0.0,unigram
assume,0.00841,0.0,0.0,0.0,unigram
investors,0.008371,0.020114,0.0,0.0,unigram
rating,0.008371,0.010484,0.0,0.0,unigram
engineering,0.008371,0.018312,0.0,0.0,unigram
online,0.008371,0.010484,0.0,0.0,unigram
advancement,0.008371,0.0,0.010888,0.0,unigram
identity,0.008296,0.009609,0.006842,0.0,unigram
frameworks,0.008285,0.01508,0.009312,0.0,unigram
continuing,0.008275,0.018553,0.011368,0.0,unigram
commitments,0.00823,0.006195,0.0,0.0,unigram
measurement,0.00823,0.0,0.008048,0.0,unigram
leverage ai,0.00823,0.005314,0.0,0.0,bigram
guided,0.00823,0.0,0.005501,0.0,unigram
access ai,0.00823,0.0,0.0144,0.0,bigram
regional,0.00823,0.006176,0.0,0.0,unigram
introduced new,0.00823,0.006195,0.0,0.0,bigram
detect,0.00823,0.006195,0.0,0.0,unigram
responses,0.00821,0.006866,0.0,0.0,unigram
climate transition,0.00821,0.0,0.008141,0.0,bigram
spotlight,0.00821,0.006866,0.0,0.0,unigram
office,0.008198,0.014065,0.020293,0.0,unigram
technical,0.008159,0.011994,0.005799,0.0,unigram
empathetic,0.008158,0.0,0.0,0.0,unigram
turn,0.008158,0.0,0.0,0.0,unigram
embed ai,0.008158,0.0,0.0,0.0,bigram
masters,0.008158,0.0,0.0,0.0,unigram
faces,0.008158,0.0,0.0,0.0,unigram
holistic data,0.008158,0.0,0.0,0.0,bigram
approaches including,0.008158,0.0,0.0,0.0,bigram
result reputational,0.008158,0.0,0.0,0.0,bigram
modernising,0.008158,0.0,0.0,0.0,unigram
modelling approaches,0.008158,0.0,0.0,0.0,bigram
conversations,0.008158,0.0,0.0,0.0,unigram
technology automation,0.008158,0.0,0.0,0.0,bigram
su,0.008158,0.0,0.0,0.0,unigram
needs customers,0.008158,0.0,0.0,0.0,bigram
risks risk,0.008158,0.0,0.0,0.0,bigram
discount,0.008158,0.0,0.0,0.0,unigram
learning opportunities,0.008158,0.0,0.0,0.0,bigram
dialogue,0.008158,0.0,0.0,0.0,unigram
preparation,0.008158,0.0,0.0,0.0,unigram
innovation strategy,0.008158,0.0,0.0,0.0,bigram
limitation,0.008158,0.0,0.0,0.0,unigram
backdrop,0.008158,0.0,0.0,0.0,unigram
want,0.008158,0.0,0.0,0.0,unigram
including limitation,0.008158,0.0,0.0,0.0,bigram
chief ai,0.008158,0.0,0.0,0.0,bigram
impairment,0.008158,0.0,0.0,0.0,unigram
protecting customers,0.008158,0.0,0.0,0.0,bigram
business customers,0.008158,0.0,0.0,0.0,bigram
building skills,0.008158,0.0,0.0,0.0,bigram
risks management,0.008158,0.0,0.0,0.0,bigram
opportunities including,0.008158,0.0,0.0,0.0,bigram
ai company,0.008158,0.0,0.0,0.0,bigram
financial statements,0.008156,0.008241,0.017894,0.0,bigram
lines,0.008156,0.018368,0.011584,0.0,unigram
especially,0.008148,0.004195,0.01225,0.0,unigram
compliance uk,0.008142,0.0,0.0,0.0,bigram
written,0.008142,0.0,0.0,0.0,unigram
mitigate increasing,0.008142,0.0,0.0,0.0,bigram
discussing,0.008142,0.0,0.0,0.0,unigram
needing,0.008142,0.0,0.0,0.0,unigram
functions ensure,0.008142,0.0,0.0,0.0,bigram
colleagues ai,0.008142,0.0,0.0,0.0,bigram
earned,0.008142,0.0,0.0,0.0,unigram
shared ownership,0.008142,0.0,0.0,0.0,bigram
completed hours,0.008142,0.0,0.0,0.0,bigram
nominations,0.008142,0.0,0.0,0.0,unigram
group subject,0.008142,0.0,0.0,0.0,bigram
uk eu,0.008142,0.0,0.0,0.0,bigram
prudential,0.008142,0.0,0.0,0.0,unigram
continues invest,0.008142,0.0,0.0,0.0,bigram
ai essential,0.008142,0.0,0.0,0.0,bigram
starting,0.008142,0.0,0.0,0.0,unigram
progre,0.008142,0.0,0.0,0.0,unigram
ai external,0.008142,0.0,0.0,0.0,bigram
ensure continued,0.008142,0.0,0.0,0.0,bigram
data science,0.008142,0.0,0.0,0.0,bigram
prudential regulation,0.008142,0.0,0.0,0.0,bigram
governance standards,0.008142,0.0,0.0,0.0,bigram
consisten,0.008142,0.0,0.0,0.0,unigram
systems processes,0.008142,0.0,0.0,0.0,bigram
responsible ethical,0.008142,0.0,0.0,0.0,bigram
confidential,0.008139,0.01049,0.0,0.0,unigram
contact,0.008139,0.0,0.019489,0.0,unigram
intensive,0.008139,0.005226,0.0,0.0,unigram
disclosures,0.008139,0.005226,0.0,0.0,unigram
including use,0.008139,0.010043,0.0,0.0,bigram
institutions,0.008139,0.0,0.007096,0.0,unigram
gross,0.008127,0.015255,0.0,0.0,unigram
enhance customer,0.008127,0.008241,0.006842,0.0,bigram
evaluate,0.008127,0.009655,0.0,0.0,unigram
management override,0.008114,0.0,0.011769,0.0,bigram
industry leading,0.008114,0.010543,0.0,0.0,bigram
players,0.008114,0.014396,0.0,0.0,unigram
confident,0.008114,0.011333,0.0,0.0,unigram
evaluating business,0.008114,0.0,0.00504,0.057246,bigram
senior leaders,0.008114,0.0092,0.0065,0.0,bigram
group financial,0.008114,0.0092,0.007372,0.0,bigram
control framework,0.008114,0.0,0.013872,0.0,bigram
easy,0.008092,0.0,0.014697,0.0,unigram
automate,0.008092,0.008241,0.006729,0.0,unigram
underpinned,0.008083,0.017983,0.0,0.0,unigram
executive officer,0.008083,0.009753,0.007268,0.0,bigram
enhanced ai,0.008056,0.0,0.005501,0.0,bigram
new markets,0.008056,0.010043,0.0,0.0,bigram
transformation ai,0.008056,0.0,0.005501,0.0,bigram
language model,0.008056,0.0,0.012645,0.0,bigram
empowers,0.008056,0.005314,0.0,0.0,unigram
group strategic,0.008056,0.0,0.005501,0.0,bigram
execution risk,0.008056,0.005314,0.0,0.0,bigram
deeper,0.008056,0.0,0.007096,0.0,unigram
expenditure,0.008056,0.006195,0.0,0.0,unigram
particularly areas,0.008056,0.006176,0.0,0.0,bigram
capex,0.008056,0.006195,0.0,0.0,unigram
scenarios,0.00805,0.012733,0.00682,0.0,unigram
competitiveness,0.008042,0.017004,0.0,0.0,unigram
significantly improved,0.008042,0.0,0.007469,0.0,bigram
oversees,0.008042,0.006195,0.0,0.0,unigram
far,0.008042,0.005226,0.0,0.0,unigram
feeds,0.008042,0.005314,0.0,0.0,unigram
communications,0.008042,0.01049,0.0,0.0,unigram
industries,0.008042,0.008848,0.0,0.0,unigram
labour,0.008013,0.0,0.0,0.0,unigram
assess impact,0.008013,0.0,0.0,0.0,bigram
engagement ai,0.008013,0.0,0.0,0.0,bigram
new sustainable,0.008013,0.0,0.0,0.0,bigram
committee explored,0.008013,0.0,0.0,0.0,bigram
ensured,0.008013,0.0,0.0,0.0,unigram
engineers,0.008013,0.0,0.0,0.0,unigram
help customers,0.008013,0.0,0.0,0.0,bigram
compliance officer,0.008013,0.0,0.0,0.0,bigram
crime risks,0.008013,0.0,0.0,0.0,bigram
common,0.008013,0.0,0.0,0.0,unigram
including increased,0.008013,0.0,0.0,0.0,bigram
ai literacy,0.008013,0.0,0.0,0.0,bigram
tools ai,0.008013,0.0,0.0,0.0,bigram
related cybersecurity,0.008013,0.0,0.0,0.0,bigram
processes review,0.008013,0.0,0.0,0.0,bigram
saudi,0.008013,0.0,0.0,0.0,unigram
bridge,0.008013,0.0,0.0,0.0,unigram
development new,0.008013,0.0,0.0,0.0,bigram
support initiatives,0.008013,0.0,0.0,0.0,bigram
dependencies,0.008013,0.0,0.0,0.0,unigram
adoption digital,0.008013,0.0,0.0,0.0,bigram
ai tax,0.008013,0.0,0.0,0.0,bigram
responding,0.008013,0.0,0.0,0.0,unigram
heightened,0.008013,0.0,0.0,0.0,unigram
group model,0.008013,0.0,0.0,0.0,bigram
advanced digital,0.008013,0.0,0.0,0.0,bigram
provided board,0.008013,0.0,0.0,0.0,bigram
relating data,0.008013,0.0,0.0,0.0,bigram
timing,0.008013,0.0,0.0,0.0,unigram
ai improved,0.007997,0.0,0.0,0.0,bigram
customer base,0.007997,0.0,0.0,0.0,bigram
utilisation,0.007997,0.0,0.0,0.0,unigram
operations reducing,0.007997,0.0,0.0,0.0,bigram
transparency act,0.007997,0.0,0.0,0.0,bigram
navigated,0.007997,0.0,0.0,0.0,unigram
compliance reviews,0.007997,0.0,0.0,0.0,bigram
arising ai,0.007997,0.0,0.0,0.0,bigram
functional,0.007997,0.0,0.0,0.0,unigram
newly introduced,0.007997,0.0,0.0,0.0,bigram
measures taken,0.007997,0.0,0.0,0.0,bigram
focus policies,0.007997,0.0,0.0,0.0,bigram
including group,0.007997,0.0,0.0,0.0,bigram
delivering best,0.007997,0.0,0.0,0.0,bigram
risk based,0.007997,0.0,0.0,0.0,bigram
processes improve,0.007997,0.0,0.0,0.0,bigram
ai help,0.007997,0.0,0.0,0.0,bigram
including automated,0.007997,0.0,0.0,0.0,bigram
cross functional,0.007997,0.0,0.0,0.0,bigram
processes ai,0.007997,0.0,0.0,0.0,bigram
colleagues group,0.007997,0.0,0.0,0.0,bigram
outcomes customers,0.007997,0.0,0.0,0.0,bigram
reporting risk,0.007997,0.0,0.0,0.0,bigram
rational,0.007997,0.0,0.0,0.0,unigram
fields,0.007997,0.0,0.0,0.0,unigram
uk regulators,0.007997,0.0,0.0,0.0,bigram
believes,0.007997,0.0,0.0,0.0,unigram
incorporates,0.007997,0.0,0.0,0.0,unigram
group claims,0.007997,0.0,0.0,0.0,bigram
variety,0.007988,0.005889,0.0,0.0,unigram
automation manual,0.007988,0.0,0.007864,0.0,bigram
significant assumptions,0.007988,0.0,0.007864,0.0,bigram
understanding group,0.007988,0.0,0.008919,0.0,bigram
flow,0.007988,0.005791,0.0,0.0,unigram
risk including,0.007988,0.006845,0.0,0.0,bigram
kong,0.007988,0.015112,0.0,0.0,unigram
indicators possible,0.007988,0.0,0.008919,0.0,bigram
global trade,0.007988,0.009806,0.0,0.0,bigram
hong kong,0.007988,0.015112,0.0,0.0,bigram
participation,0.007988,0.0,0.009504,0.0,unigram
continue develop,0.007988,0.005791,0.0,0.0,bigram
relation ai,0.007988,0.0,0.006097,0.0,bigram
hong,0.007988,0.015112,0.0,0.0,unigram
rise indicators,0.007988,0.0,0.008919,0.0,bigram
solutions including,0.007974,0.006195,0.007096,0.0,bigram
product development,0.007974,0.015356,0.0,0.0,bigram
intelligent,0.007974,0.006176,0.012438,0.0,unigram
transforming,0.007974,0.006176,0.007096,0.0,unigram
positive,0.007973,0.014147,0.01648,0.0,unigram
stress testing,0.007961,0.005889,0.0,0.0,bigram
chief data,0.007961,0.005791,0.0,0.0,bigram
multi product,0.007961,0.005889,0.0,0.0,bigram
using data,0.007961,0.006866,0.0,0.0,bigram
customer calls,0.007961,0.0,0.008277,0.0,bigram
surveys,0.007961,0.0,0.008141,0.0,unigram
lives,0.007961,0.011625,0.0,0.0,unigram
telematics,0.007961,0.006845,0.0,0.0,unigram
achieved,0.007961,0.014364,0.0,0.0,unigram
week,0.007961,0.012358,0.0,0.0,unigram
terms,0.007919,0.009737,0.00682,0.0,unigram
protect,0.007874,0.008862,0.01193,0.0,unigram
resolution,0.007863,0.0,0.014014,0.0,unigram
intelligence including,0.007863,0.005791,0.0,0.0,bigram
successfully,0.007862,0.01598,0.0,0.05296,unigram
finances,0.007814,0.011509,0.0,0.0,unigram
run,0.007814,0.006195,0.007469,0.0,unigram
decisioning,0.007814,0.012371,0.0,0.0,unigram
representation,0.007814,0.0,0.014077,0.0,unigram
group company,0.007786,0.005675,0.007856,0.0,bigram
emerging risk,0.007786,0.010525,0.0,0.0,bigram
data strategy,0.007786,0.005658,0.006729,0.0,bigram
things,0.007759,0.005226,0.007096,0.0,unigram
sustainable finance,0.00772,0.005226,0.0,0.0,bigram
dives,0.00772,0.0,0.007346,0.0,unigram
enter,0.00772,0.008997,0.0,0.0,unigram
ip,0.00772,0.0,0.0144,0.0,unigram
hold,0.00772,0.006176,0.0,0.0,unigram
supervisory,0.00772,0.006195,0.0,0.0,unigram
enablers,0.00772,0.010043,0.0,0.0,unigram
customer needs,0.00772,0.006176,0.0,0.0,bigram
england,0.00772,0.006176,0.0,0.0,unigram
se,0.00772,0.006195,0.0,0.0,unigram
progressing,0.00772,0.006176,0.0,0.0,unigram
risks artificial,0.00772,0.010457,0.0,0.0,bigram
enhance colleague,0.00772,0.005226,0.0,0.0,bigram
trades,0.00772,0.0,0.008048,0.0,unigram
simplifying,0.00772,0.0,0.005501,0.0,unigram
group uses,0.00772,0.006176,0.0,0.0,bigram
management including,0.00772,0.0,0.007346,0.0,bigram
colleague experience,0.00772,0.005226,0.0,0.0,bigram
board composition,0.007708,0.0,0.01154,0.0,bigram
creating,0.007699,0.018439,0.01115,0.0,unigram
post,0.007684,0.009753,0.016407,0.0,unigram
engaged,0.007675,0.009737,0.007894,0.0,unigram
resolved,0.007651,0.0,0.0,0.0,unigram
driven analytics,0.007651,0.0,0.0,0.0,bigram
creating new,0.007651,0.0,0.0,0.0,bigram
queries resolved,0.007651,0.0,0.0,0.0,bigram
data service,0.007651,0.0,0.0,0.0,bigram
management actions,0.007651,0.0,0.0,0.0,bigram
strategic esg,0.007651,0.0,0.0,0.0,bigram
data customers,0.007651,0.0,0.0,0.0,bigram
strategic direction,0.007651,0.0,0.0,0.0,bigram
data use,0.007651,0.0,0.0,0.0,bigram
check,0.007651,0.0,0.0,0.0,unigram
customers need,0.007651,0.0,0.0,0.0,bigram
sharing insights,0.007651,0.0,0.0,0.0,bigram
chnology,0.007651,0.0,0.0,0.0,unigram
including need,0.007651,0.0,0.0,0.0,bigram
chief financial,0.007651,0.0,0.0,0.0,bigram
embedding ai,0.007651,0.0,0.0,0.0,bigram
consolidated ai,0.007651,0.0,0.0,0.0,bigram
expenses,0.007651,0.0,0.0,0.0,unigram
proofing,0.007651,0.0,0.0,0.0,unigram
enabled tools,0.007651,0.0,0.0,0.0,bigram
access comprehensive,0.007651,0.0,0.0,0.0,bigram
opportunities customers,0.007651,0.0,0.0,0.0,bigram
services business,0.007651,0.0,0.0,0.0,bigram
ring,0.007651,0.0,0.0,0.0,unigram
building new,0.007651,0.0,0.0,0.0,bigram
cost base,0.007651,0.0,0.0,0.0,bigram
google,0.007651,0.0,0.0,0.0,unigram
inappropriate,0.00764,0.0,0.014743,0.025159,unigram
clear,0.007618,0.038619,0.0,0.0,unigram
schedule,0.007588,0.0,0.008048,0.0,unigram
relate,0.007588,0.0,0.008048,0.0,unigram
contribution,0.007588,0.010457,0.0,0.0,unigram
state,0.007588,0.0,0.0144,0.0,unigram
supported ai,0.007588,0.0,0.007346,0.0,bigram
spent,0.007588,0.005226,0.0,0.0,unigram
people risk,0.007588,0.0,0.007469,0.0,bigram
digital experiences,0.007588,0.0,0.005501,0.0,bigram
integration ai,0.007588,0.005314,0.0,0.0,bigram
fraud risk,0.007588,0.010043,0.0,0.0,bigram
attractive,0.007539,0.0,0.011881,0.0,unigram
chief executive,0.00753,0.009086,0.00677,0.026868,bigram
health,0.007519,0.030061,0.0,0.0,unigram
risk assessments,0.007511,0.008321,0.015585,0.0,bigram
making accounting,0.007507,0.00525,0.004662,0.05296,bigram
upgrading,0.007506,0.0,0.0,0.0,unigram
integrates,0.007506,0.0,0.0,0.0,unigram
chief risk,0.007506,0.0,0.0,0.0,bigram
executing,0.007506,0.0,0.0,0.0,unigram
president,0.007506,0.0,0.0,0.0,unigram
growing use,0.007506,0.0,0.0,0.0,bigram
providing support,0.007506,0.0,0.0,0.0,bigram
assets operational,0.007506,0.0,0.0,0.0,bigram
cyber ai,0.007506,0.0,0.0,0.0,bigram
infrastructure data,0.007506,0.0,0.0,0.0,bigram
amazon,0.007506,0.0,0.0,0.0,unigram
colleagues including,0.007506,0.0,0.0,0.0,bigram
amazon web,0.007506,0.0,0.0,0.0,bigram
share buybacks,0.007506,0.0,0.0,0.0,bigram
sell,0.007506,0.0,0.0,0.0,unigram
sources data,0.007506,0.0,0.0,0.0,bigram
risk officer,0.007506,0.0,0.0,0.0,bigram
monetise,0.007506,0.0,0.0,0.0,unigram
services including,0.007506,0.0,0.0,0.0,bigram
goes,0.007506,0.0,0.0,0.0,unigram
world leading,0.007506,0.0,0.0,0.0,bigram
model ai,0.007506,0.0,0.0,0.0,bigram
ratings,0.007506,0.0,0.0,0.0,unigram
began,0.007506,0.0,0.0,0.0,unigram
web services,0.007506,0.0,0.0,0.0,bigram
data sourcing,0.007506,0.0,0.0,0.0,bigram
resilience security,0.007506,0.0,0.0,0.0,bigram
offe,0.007506,0.0,0.0,0.0,unigram
occur,0.007506,0.0,0.0,0.0,unigram
provide faster,0.007506,0.0,0.0,0.0,bigram
holds,0.007506,0.0,0.0,0.0,unigram
push,0.007506,0.0,0.0,0.0,unigram
governance review,0.007506,0.0,0.0,0.0,bigram
points,0.007499,0.013147,0.012667,0.0,unigram
creates,0.007486,0.009753,0.006329,0.0,unigram
having,0.007456,0.015002,0.0,0.0,unigram
ordinary,0.007456,0.013501,0.014069,0.0,unigram
actors,0.007456,0.010445,0.0,0.0,unigram
fraud risks,0.007456,0.009609,0.00504,0.0,bigram
second,0.007456,0.0,0.016623,0.0,unigram
coverage,0.007426,0.009017,0.016654,0.0,unigram
capacity,0.007409,0.010457,0.007096,0.0,unigram
contributions,0.00738,0.005675,0.0065,0.0,unigram
achieving,0.007367,0.005658,0.0,0.031176,unigram
contribute,0.007362,0.006195,0.0,0.0,unigram
data centres,0.007362,0.005226,0.0,0.0,bigram
documents,0.007362,0.0,0.007469,0.0,unigram
inventory,0.007362,0.0,0.005501,0.0,unigram
strategic priorities,0.007362,0.005226,0.0,0.0,bigram
protecting,0.007362,0.005226,0.0,0.0,unigram
group technology,0.007362,0.0,0.005501,0.0,bigram
continuous learning,0.007362,0.010043,0.0,0.0,bigram
valuation,0.007362,0.0,0.009315,0.0,unigram
board approved,0.007347,0.0,0.008048,0.0,bigram
invests,0.007347,0.010043,0.0,0.0,unigram
test,0.007347,0.005226,0.0,0.0,unigram
impact ai,0.007347,0.005226,0.0,0.0,bigram
seen,0.007347,0.006176,0.0,0.0,unigram
conduct authority,0.007347,0.0,0.008576,0.0,bigram
empower colleagues,0.007347,0.005226,0.0,0.0,bigram
broadly,0.007347,0.006195,0.0,0.0,unigram
appointments,0.007347,0.005226,0.0,0.0,unigram
reasonable,0.007347,0.006176,0.0,0.0,unigram
data artificial,0.007347,0.010457,0.0,0.0,bigram
group audit,0.007347,0.005226,0.0,0.0,bigram
handling time,0.007347,0.0,0.007469,0.0,bigram
planned,0.007347,0.0,0.005501,0.0,unigram
strategic risk,0.007347,0.005314,0.0,0.0,bigram
served,0.007347,0.005314,0.0,0.0,unigram
shaping,0.007347,0.0,0.005501,0.0,unigram
provision code,0.007347,0.005314,0.0,0.0,bigram
technological changes,0.007347,0.005314,0.0,0.0,bigram
offer customers,0.007347,0.0,0.007469,0.0,bigram
accurately,0.007347,0.005314,0.0,0.0,unigram
diversity,0.007298,0.007791,0.021658,0.0,unigram
widely,0.00723,0.005226,0.0,0.0,unigram
cycle,0.00723,0.008997,0.0,0.0,unigram
debt,0.00723,0.006176,0.0,0.0,unigram
vulnerability,0.00723,0.005226,0.0,0.0,unigram
ifrs,0.00723,0.012961,0.0,0.0,unigram
including machine,0.00723,0.006195,0.0,0.0,bigram
simple,0.00723,0.008848,0.0,0.0,unigram
risk material,0.00723,0.0,0.007346,0.0,bigram
chains,0.00723,0.01247,0.0,0.0,unigram
risk financial,0.00723,0.0,0.007346,0.0,bigram
independent non,0.00723,0.005226,0.0,0.0,bigram
diligence,0.00723,0.0,0.012645,0.0,unigram
aims,0.00723,0.0,0.007469,0.0,unigram
perform,0.00723,0.005226,0.0,0.0,unigram
intend,0.00723,0.005226,0.0,0.0,unigram
gdp,0.00723,0.006195,0.0,0.0,unigram
retaining,0.00722,0.0,0.013315,0.0,unigram
needed,0.00722,0.006866,0.0,0.0,unigram
systems controls,0.00722,0.005889,0.0,0.0,bigram
complaints,0.00722,0.0,0.008141,0.0,unigram
liabilities,0.00722,0.0,0.010323,0.0,unigram
saving,0.00722,0.011589,0.0,0.0,unigram
embedded ai,0.00722,0.00997,0.0,0.0,bigram
assets liabilities,0.00722,0.0,0.006097,0.0,bigram
covered,0.00722,0.005889,0.0,0.0,unigram
increased focus,0.007216,0.005226,0.0,0.0,bigram
information security,0.007216,0.005314,0.0,0.0,bigram
increasing automation,0.007216,0.0,0.008576,0.0,bigram
widespread,0.007216,0.005314,0.0,0.0,unigram
impacted,0.007216,0.0,0.007096,0.0,unigram
risk failure,0.007216,0.006195,0.0,0.0,bigram
ai new,0.007216,0.005226,0.0,0.0,bigram
carbon accounting,0.007216,0.0,0.008576,0.0,bigram
notably,0.007216,0.005226,0.0,0.0,unigram
onboarding,0.007216,0.01247,0.0,0.0,unigram
coming,0.007216,0.0,0.007469,0.0,unigram
enhances,0.007216,0.010043,0.0,0.0,unigram
ai continue,0.007208,0.012371,0.0,0.0,bigram
recognition,0.007183,0.005314,0.005501,0.0,unigram
ceo,0.007183,0.006195,0.005501,0.0,unigram
specific,0.007182,0.011314,0.015375,0.0,unigram
events,0.007182,0.015039,0.014521,0.0,unigram
powerful,0.007158,0.0162,0.0,0.0,unigram
dedicated,0.007151,0.025144,0.009416,0.0,unigram
breadth,0.007131,0.014124,0.0,0.05296,unigram
received updates,0.007131,0.004429,0.014714,0.0,bigram
uniquely,0.007129,0.011589,0.0,0.0,unigram
proprietary data,0.007129,0.005889,0.0,0.0,bigram
wave,0.007129,0.005791,0.0,0.0,unigram
executed,0.007129,0.005889,0.0,0.0,unigram
scott,0.007129,0.005791,0.0,0.0,unigram
datasets,0.007129,0.006866,0.0,0.0,unigram
end end,0.007129,0.006845,0.0,0.0,bigram
chatgpt,0.007129,0.011589,0.0,0.0,unigram
continued focus,0.007129,0.006845,0.0,0.0,bigram
choice,0.007129,0.005889,0.0,0.0,unigram
including workforce,0.007129,0.0,0.007864,0.0,bigram
multi year,0.007129,0.0,0.006097,0.0,bigram
ai native,0.007129,0.018827,0.0,0.0,bigram
licensed,0.007129,0.0,0.008919,0.0,unigram
consumption,0.007129,0.005791,0.0,0.0,unigram
indices,0.007129,0.0,0.008919,0.0,unigram
analytics cloud,0.007129,0.011625,0.0,0.0,bigram
pillars,0.007129,0.006845,0.0,0.0,unigram
intelligence transforming,0.007129,0.0,0.007864,0.0,bigram
rapid adoption,0.007129,0.005791,0.0,0.0,bigram
organic,0.007129,0.006866,0.0,0.0,unigram
issue,0.007129,0.0,0.008277,0.0,unigram
heads,0.007129,0.005791,0.0,0.0,unigram
disability,0.007129,0.0,0.007864,0.0,unigram
term value,0.007129,0.005889,0.0,0.0,bigram
offerings,0.007107,0.005675,0.006729,0.057246,unigram
august,0.007095,0.011421,0.0,0.0,unigram
targeted,0.007072,0.004787,0.006842,0.0,unigram
establishment,0.007072,0.013987,0.0,0.0,unigram
savings,0.007072,0.015267,0.0,0.0,unigram
sub,0.007072,0.004787,0.0065,0.0,unigram
risk control,0.007072,0.005658,0.007856,0.0,bigram
risks related,0.007004,0.004195,0.015745,0.0,bigram
override,0.006993,0.004195,0.022116,0.0,unigram
override controls,0.006993,0.004195,0.019765,0.0,bigram
processing,0.006974,0.028687,0.009485,0.0,unigram
network,0.006954,0.01199,0.011585,0.025159,unigram
internal external,0.006951,0.008105,0.006842,0.0,bigram
ai implementation,0.006951,0.0,0.013872,0.0,bigram
retain,0.006951,0.004867,0.013191,0.0,unigram
segment,0.006951,0.008105,0.0065,0.0,unigram
control environment,0.006951,0.010525,0.0,0.0,bigram
workplace,0.006951,0.009579,0.007856,0.0,unigram
impacting,0.006951,0.004787,0.00504,0.0,unigram
ml,0.006915,0.005889,0.0,0.0,unigram
highest,0.006915,0.005889,0.0,0.0,unigram
personal data,0.006915,0.0,0.006097,0.0,bigram
hybrid,0.006915,0.0,0.007864,0.0,unigram
force,0.006915,0.006845,0.0,0.0,unigram
service providers,0.006915,0.0,0.0,0.069255,bigram
cyber attack,0.006915,0.005889,0.0,0.0,bigram
capital management,0.006904,0.006176,0.0,0.0,bigram
centralised,0.006904,0.005226,0.0,0.0,unigram
facilitated,0.006904,0.0,0.005501,0.0,unigram
eligible,0.006904,0.005226,0.0,0.0,unigram
website,0.006904,0.0,0.0144,0.0,unigram
staff,0.006904,0.0,0.007096,0.0,unigram
maturity,0.006904,0.005314,0.0,0.0,unigram
direction,0.006904,0.006176,0.0,0.0,unigram
respective,0.006904,0.0,0.005501,0.0,unigram
optimise,0.006904,0.0,0.007096,0.0,unigram
vision,0.006904,0.008997,0.0,0.0,unigram
policymakers,0.006904,0.005226,0.0,0.0,unigram
scanning,0.006904,0.0,0.0,0.034033,unigram
digitisation,0.006897,0.013291,0.006225,0.0,unigram
recognised,0.006897,0.012749,0.007268,0.0,unigram
