term,term_type,document_frequency,document_frequency_pct,idf,total_count
lifecycle,unigram,2,10.0,2.9459,6
mobility,unigram,2,10.0,2.9459,6
resolution,unigram,2,10.0,2.9459,6
achieved,unigram,2,10.0,2.9459,5
agentic artificial,bigram,2,10.0,2.9459,5
ai based,bigram,2,10.0,2.9459,5
challenged,unigram,2,10.0,2.9459,5
chartered,unigram,2,10.0,2.9459,5
climate transition,bigram,2,10.0,2.9459,5
code conduct,bigram,2,10.0,2.9459,5
condition,unigram,2,10.0,2.9459,5
currency,unigram,2,10.0,2.9459,5
data privacy,bigram,2,10.0,2.9459,5
databricks,unigram,2,10.0,2.9459,5
deployment ai,bigram,2,10.0,2.9459,5
developers,unigram,2,10.0,2.9459,5
electric,unigram,2,10.0,2.9459,5
embedded ai,bigram,2,10.0,2.9459,5
financial condition,bigram,2,10.0,2.9459,5
financial year,bigram,2,10.0,2.9459,5
greenwashing,unigram,2,10.0,2.9459,5
holdings plc,bigram,2,10.0,2.9459,5
implement,unigram,2,10.0,2.9459,5
intellectual,unigram,2,10.0,2.9459,5
intelligence act,bigram,2,10.0,2.9459,5
intelligence including,bigram,2,10.0,2.9459,5
law,unigram,2,10.0,2.9459,5
liabilities,unigram,2,10.0,2.9459,5
organisational,unigram,2,10.0,2.9459,5
os,unigram,2,10.0,2.9459,5
people leaders,bigram,2,10.0,2.9459,5
race,unigram,2,10.0,2.9459,5
relating ai,bigram,2,10.0,2.9459,5
responses,unigram,2,10.0,2.9459,5
retaining,unigram,2,10.0,2.9459,5
saving,unigram,2,10.0,2.9459,5
spotlight,unigram,2,10.0,2.9459,5
steering,unigram,2,10.0,2.9459,5
superior,unigram,2,10.0,2.9459,5
supply chains,bigram,2,10.0,2.9459,5
value chain,bigram,2,10.0,2.9459,5
week,unigram,2,10.0,2.9459,5
additional information,bigram,2,10.0,2.9459,4
advancing,unigram,2,10.0,2.9459,4
ai developments,bigram,2,10.0,2.9459,4
ai driving,bigram,2,10.0,2.9459,4
ai uk,bigram,2,10.0,2.9459,4
analytics cloud,bigram,2,10.0,2.9459,4
api,unigram,2,10.0,2.9459,4
applied,unigram,2,10.0,2.9459,4
approximately,unigram,2,10.0,2.9459,4
assets liabilities,bigram,2,10.0,2.9459,4
assurance framework,bigram,2,10.0,2.9459,4
auditable,unigram,2,10.0,2.9459,4
automation processes,bigram,2,10.0,2.9459,4
balances,unigram,2,10.0,2.9459,4
big,unigram,2,10.0,2.9459,4
canada,unigram,2,10.0,2.9459,4
capital allocation,bigram,2,10.0,2.9459,4
chatgpt,unigram,2,10.0,2.9459,4
clarity,unigram,2,10.0,2.9459,4
cloud technology,bigram,2,10.0,2.9459,4
collection,unigram,2,10.0,2.9459,4
committee oversight,bigram,2,10.0,2.9459,4
complaints,unigram,2,10.0,2.9459,4
consequences,unigram,2,10.0,2.9459,4
covered,unigram,2,10.0,2.9459,4
cyber attack,bigram,2,10.0,2.9459,4
deregulation,unigram,2,10.0,2.9459,4
digital transformation,bigram,2,10.0,2.9459,4
does,unigram,2,10.0,2.9459,4
economic growth,bigram,2,10.0,2.9459,4
effects,unigram,2,10.0,2.9459,4
enforcement,unigram,2,10.0,2.9459,4
failures,unigram,2,10.0,2.9459,4
fall,unigram,2,10.0,2.9459,4
force,unigram,2,10.0,2.9459,4
global trade,bigram,2,10.0,2.9459,4
governance financial,bigram,2,10.0,2.9459,4
hedging,unigram,2,10.0,2.9459,4
highest,unigram,2,10.0,2.9459,4
hybrid,unigram,2,10.0,2.9459,4
incorporated,unigram,2,10.0,2.9459,4
insight,unigram,2,10.0,2.9459,4
intelligence based,bigram,2,10.0,2.9459,4
intelligence genai,bigram,2,10.0,2.9459,4
ireland,unigram,2,10.0,2.9459,4
liability,unigram,2,10.0,2.9459,4
light,unigram,2,10.0,2.9459,4
lives,unigram,2,10.0,2.9459,4
materials,unigram,2,10.0,2.9459,4
microsoft copilot,bigram,2,10.0,2.9459,4
ml,unigram,2,10.0,2.9459,4
modern slavery,bigram,2,10.0,2.9459,4
modular,unigram,2,10.0,2.9459,4
natural,unigram,2,10.0,2.9459,4
needed,unigram,2,10.0,2.9459,4
performance culture,bigram,2,10.0,2.9459,4
personal data,bigram,2,10.0,2.9459,4
personal lines,bigram,2,10.0,2.9459,4
potential impacts,bigram,2,10.0,2.9459,4
quality data,bigram,2,10.0,2.9459,4
reflects,unigram,2,10.0,2.9459,4
regard,unigram,2,10.0,2.9459,4
report corporate,bigram,2,10.0,2.9459,4
responsibilities,unigram,2,10.0,2.9459,4
rewards,unigram,2,10.0,2.9459,4
risk culture,bigram,2,10.0,2.9459,4
risk policy,bigram,2,10.0,2.9459,4
salient,unigram,2,10.0,2.9459,4
service providers,bigram,2,10.0,2.9459,4
shift,unigram,2,10.0,2.9459,4
singapore,unigram,2,10.0,2.9459,4
slavery,unigram,2,10.0,2.9459,4
small businesses,bigram,2,10.0,2.9459,4
social engineering,bigram,2,10.0,2.9459,4
statements additional,bigram,2,10.0,2.9459,4
strategic report,bigram,2,10.0,2.9459,4
systems controls,bigram,2,10.0,2.9459,4
technology artificial,bigram,2,10.0,2.9459,4
transition plans,bigram,2,10.0,2.9459,4
uk ireland,bigram,2,10.0,2.9459,4
uniquely,unigram,2,10.0,2.9459,4
use new,bigram,2,10.0,2.9459,4
vehicle,unigram,2,10.0,2.9459,4
ability access,bigram,2,10.0,2.9459,3
accelerates,unigram,2,10.0,2.9459,3
accountability,unigram,2,10.0,2.9459,3
acquired,unigram,2,10.0,2.9459,3
adopting,unigram,2,10.0,2.9459,3
advantages,unigram,2,10.0,2.9459,3
adversely affect,bigram,2,10.0,2.9459,3
affecting,unigram,2,10.0,2.9459,3
ai automation,bigram,2,10.0,2.9459,3
ai capability,bigram,2,10.0,2.9459,3
ai create,bigram,2,10.0,2.9459,3
ai customer,bigram,2,10.0,2.9459,3
ai enabling,bigram,2,10.0,2.9459,3
ai make,bigram,2,10.0,2.9459,3
ai model,bigram,2,10.0,2.9459,3
ai result,bigram,2,10.0,2.9459,3
ai servicing,bigram,2,10.0,2.9459,3
ai standard,bigram,2,10.0,2.9459,3
ai talent,bigram,2,10.0,2.9459,3
ai team,bigram,2,10.0,2.9459,3
ai tool,bigram,2,10.0,2.9459,3
ai used,bigram,2,10.0,2.9459,3
algorithmic,unigram,2,10.0,2.9459,3
applicants,unigram,2,10.0,2.9459,3
approaches,unigram,2,10.0,2.9459,3
asia,unigram,2,10.0,2.9459,3
asset class,bigram,2,10.0,2.9459,3
auma,unigram,2,10.0,2.9459,3
authorised,unigram,2,10.0,2.9459,3
automation business,bigram,2,10.0,2.9459,3
automation manual,bigram,2,10.0,2.9459,3
bad,unigram,2,10.0,2.9459,3
bad actors,bigram,2,10.0,2.9459,3
balance sheet,bigram,2,10.0,2.9459,3
balancing,unigram,2,10.0,2.9459,3
beneficial,unigram,2,10.0,2.9459,3
board considered,bigram,2,10.0,2.9459,3
board oversight,bigram,2,10.0,2.9459,3
book,unigram,2,10.0,2.9459,3
broadening,unigram,2,10.0,2.9459,3
brokers,unigram,2,10.0,2.9459,3
build resilience,bigram,2,10.0,2.9459,3
business services,bigram,2,10.0,2.9459,3
business trust,bigram,2,10.0,2.9459,3
buyback,unigram,2,10.0,2.9459,3
california,unigram,2,10.0,2.9459,3
category,unigram,2,10.0,2.9459,3
centred,unigram,2,10.0,2.9459,3
certainty,unigram,2,10.0,2.9459,3
cha,unigram,2,10.0,2.9459,3
championing,unigram,2,10.0,2.9459,3
chat,unigram,2,10.0,2.9459,3
chief data,bigram,2,10.0,2.9459,3
choice,unigram,2,10.0,2.9459,3
client needs,bigram,2,10.0,2.9459,3
climate change,bigram,2,10.0,2.9459,3
coach,unigram,2,10.0,2.9459,3
coaching tool,bigram,2,10.0,2.9459,3
committee page,bigram,2,10.0,2.9459,3
compensation,unigram,2,10.0,2.9459,3
confidently,unigram,2,10.0,2.9459,3
connectivity,unigram,2,10.0,2.9459,3
consequently,unigram,2,10.0,2.9459,3
consumption,unigram,2,10.0,2.9459,3
continue develop,bigram,2,10.0,2.9459,3
continued focus,bigram,2,10.0,2.9459,3
continuously monitor,bigram,2,10.0,2.9459,3
controlled,unigram,2,10.0,2.9459,3
corporate clients,bigram,2,10.0,2.9459,3
create value,bigram,2,10.0,2.9459,3
created,unigram,2,10.0,2.9459,3
crisis,unigram,2,10.0,2.9459,3
crypto,unigram,2,10.0,2.9459,3
customer calls,bigram,2,10.0,2.9459,3
customer data,bigram,2,10.0,2.9459,3
customer protection,bigram,2,10.0,2.9459,3
customer support,bigram,2,10.0,2.9459,3
customers clients,bigram,2,10.0,2.9459,3
customers employees,bigram,2,10.0,2.9459,3
customers suppliers,bigram,2,10.0,2.9459,3
customers using,bigram,2,10.0,2.9459,3
data transformation,bigram,2,10.0,2.9459,3
data used,bigram,2,10.0,2.9459,3
datasets,unigram,2,10.0,2.9459,3
days,unigram,2,10.0,2.9459,3
demands,unigram,2,10.0,2.9459,3
deploying ai,bigram,2,10.0,2.9459,3
digital bank,bigram,2,10.0,2.9459,3
digital banking,bigram,2,10.0,2.9459,3
digital data,bigram,2,10.0,2.9459,3
digital innovation,bigram,2,10.0,2.9459,3
ding,unigram,2,10.0,2.9459,3
director remuneration,bigram,2,10.0,2.9459,3
disability,unigram,2,10.0,2.9459,3
document,unigram,2,10.0,2.9459,3
duties,unigram,2,10.0,2.9459,3
earnings share,bigram,2,10.0,2.9459,3
economic crime,bigram,2,10.0,2.9459,3
enabled ai,bigram,2,10.0,2.9459,3
end end,bigram,2,10.0,2.9459,3
energy demand,bigram,2,10.0,2.9459,3
enterprise risk,bigram,2,10.0,2.9459,3
ermf,unigram,2,10.0,2.9459,3
europe,unigram,2,10.0,2.9459,3
european,unigram,2,10.0,2.9459,3
evolved,unigram,2,10.0,2.9459,3
exchange rates,bigram,2,10.0,2.9459,3
exclusive,unigram,2,10.0,2.9459,3
executed,unigram,2,10.0,2.9459,3
exposures,unigram,2,10.0,2.9459,3
facilitating,unigram,2,10.0,2.9459,3
failure comply,bigram,2,10.0,2.9459,3
fair value,bigram,2,10.0,2.9459,3
financed emissions,bigram,2,10.0,2.9459,3
financial assistant,bigram,2,10.0,2.9459,3
financial stability,bigram,2,10.0,2.9459,3
fintech,unigram,2,10.0,2.9459,3
flow,unigram,2,10.0,2.9459,3
focus ai,bigram,2,10.0,2.9459,3
forums,unigram,2,10.0,2.9459,3
framework including,bigram,2,10.0,2.9459,3
frequency,unigram,2,10.0,2.9459,3
friend,unigram,2,10.0,2.9459,3
fte,unigram,2,10.0,2.9459,3
fuel,unigram,2,10.0,2.9459,3
general data,bigram,2,10.0,2.9459,3
goals,unigram,2,10.0,2.9459,3
governance ai,bigram,2,10.0,2.9459,3
group operational,bigram,2,10.0,2.9459,3
grown,unigram,2,10.0,2.9459,3
guide,unigram,2,10.0,2.9459,3
heads,unigram,2,10.0,2.9459,3
healthcare,unigram,2,10.0,2.9459,3
help support,bigram,2,10.0,2.9459,3
housing,unigram,2,10.0,2.9459,3
identities,unigram,2,10.0,2.9459,3
incident,unigram,2,10.0,2.9459,3
including business,bigram,2,10.0,2.9459,3
including customers,bigram,2,10.0,2.9459,3
including gen,bigram,2,10.0,2.9459,3
including relating,bigram,2,10.0,2.9459,3
including relation,bigram,2,10.0,2.9459,3
including workforce,bigram,2,10.0,2.9459,3
increase use,bigram,2,10.0,2.9459,3
increased use,bigram,2,10.0,2.9459,3
indicators possible,bigram,2,10.0,2.9459,3
indices,unigram,2,10.0,2.9459,3
induction,unigram,2,10.0,2.9459,3
industry trends,bigram,2,10.0,2.9459,3
inputs,unigram,2,10.0,2.9459,3
instability,unigram,2,10.0,2.9459,3
intelligence transforming,bigram,2,10.0,2.9459,3
introduce new,bigram,2,10.0,2.9459,3
issue,unigram,2,10.0,2.9459,3
issued,unigram,2,10.0,2.9459,3
joint,unigram,2,10.0,2.9459,3
largely,unigram,2,10.0,2.9459,3
launch new,bigram,2,10.0,2.9459,3
lea,unigram,2,10.0,2.9459,3
legal regulatory,bigram,2,10.0,2.9459,3
leverage range,bigram,2,10.0,2.9459,3
licensed,unigram,2,10.0,2.9459,3
longer,unigram,2,10.0,2.9459,3
longer term,bigram,2,10.0,2.9459,3
low risk,bigram,2,10.0,2.9459,3
make informed,bigram,2,10.0,2.9459,3
management information,bigram,2,10.0,2.9459,3
management risk,bigram,2,10.0,2.9459,3
marked,unigram,2,10.0,2.9459,3
market risk,bigram,2,10.0,2.9459,3
marketplace,unigram,2,10.0,2.9459,3
meaningful,unigram,2,10.0,2.9459,3
measured,unigram,2,10.0,2.9459,3
methodologies,unigram,2,10.0,2.9459,3
microsoft ai,bigram,2,10.0,2.9459,3
multi product,bigram,2,10.0,2.9459,3
multi year,bigram,2,10.0,2.9459,3
new emerging,bigram,2,10.0,2.9459,3
new rapidly,bigram,2,10.0,2.9459,3
non financial,bigram,2,10.0,2.9459,3
normal,unigram,2,10.0,2.9459,3
obligation,unigram,2,10.0,2.9459,3
offshoring,unigram,2,10.0,2.9459,3
offsite,unigram,2,10.0,2.9459,3
ongoing work,bigram,2,10.0,2.9459,3
open source,bigram,2,10.0,2.9459,3
organic,unigram,2,10.0,2.9459,3
outside normal,bigram,2,10.0,2.9459,3
outsourcing,unigram,2,10.0,2.9459,3
paper,unigram,2,10.0,2.9459,3
parker,unigram,2,10.0,2.9459,3
parker review,bigram,2,10.0,2.9459,3
partially,unigram,2,10.0,2.9459,3
participation,unigram,2,10.0,2.9459,3
party suppliers,bigram,2,10.0,2.9459,3
pay gap,bigram,2,10.0,2.9459,3
percentage point,bigram,2,10.0,2.9459,3
pillars,unigram,2,10.0,2.9459,3
pivotal,unigram,2,10.0,2.9459,3
policy ai,bigram,2,10.0,2.9459,3
political,unigram,2,10.0,2.9459,3
positioning,unigram,2,10.0,2.9459,3
powered ai,bigram,2,10.0,2.9459,3
powers,unigram,2,10.0,2.9459,3
presented ai,bigram,2,10.0,2.9459,3
primarily,unigram,2,10.0,2.9459,3
profit,unigram,2,10.0,2.9459,3
project,unigram,2,10.0,2.9459,3
proprietary data,bigram,2,10.0,2.9459,3
putting,unigram,2,10.0,2.9459,3
quotes,unigram,2,10.0,2.9459,3
raising,unigram,2,10.0,2.9459,3
rapid adoption,bigram,2,10.0,2.9459,3
rapid development,bigram,2,10.0,2.9459,3
rapid evolution,bigram,2,10.0,2.9459,3
ratio,unigram,2,10.0,2.9459,3
recruitment,unigram,2,10.0,2.9459,3
refer,unigram,2,10.0,2.9459,3
reforms,unigram,2,10.0,2.9459,3
regulated,unigram,2,10.0,2.9459,3
regulatory change,bigram,2,10.0,2.9459,3
regulatory expectations,bigram,2,10.0,2.9459,3
reinforced,unigram,2,10.0,2.9459,3
relation ai,bigram,2,10.0,2.9459,3
remediation,unigram,2,10.0,2.9459,3
remit,unigram,2,10.0,2.9459,3
reputational harm,bigram,2,10.0,2.9459,3
requiring,unigram,2,10.0,2.9459,3
responsible adoption,bigram,2,10.0,2.9459,3
restrictions,unigram,2,10.0,2.9459,3
result regulatory,bigram,2,10.0,2.9459,3
results operations,bigram,2,10.0,2.9459,3
retention,unigram,2,10.0,2.9459,3
review continued,bigram,2,10.0,2.9459,3
rise indicators,bigram,2,10.0,2.9459,3
risk areas,bigram,2,10.0,2.9459,3
risk data,bigram,2,10.0,2.9459,3
risk including,bigram,2,10.0,2.9459,3
risk models,bigram,2,10.0,2.9459,3
risks arising,bigram,2,10.0,2.9459,3
risks risks,bigram,2,10.0,2.9459,3
roles responsibilities,bigram,2,10.0,2.9459,3
rose,unigram,2,10.0,2.9459,3
rwas,unigram,2,10.0,2.9459,3
safeguarding,unigram,2,10.0,2.9459,3
satisfaction,unigram,2,10.0,2.9459,3
scale ai,bigram,2,10.0,2.9459,3
scheduled,unigram,2,10.0,2.9459,3
science,unigram,2,10.0,2.9459,3
scotland,unigram,2,10.0,2.9459,3
scott,unigram,2,10.0,2.9459,3
share buyback,bigram,2,10.0,2.9459,3
sheet,unigram,2,10.0,2.9459,3
signed,unigram,2,10.0,2.9459,3
significant assumptions,bigram,2,10.0,2.9459,3
size,unigram,2,10.0,2.9459,3
skill,unigram,2,10.0,2.9459,3
skills experience,bigram,2,10.0,2.9459,3
smarter,unigram,2,10.0,2.9459,3
sophistication,unigram,2,10.0,2.9459,3
stated,unigram,2,10.0,2.9459,3
straight,unigram,2,10.0,2.9459,3
stress testing,bigram,2,10.0,2.9459,3
strong progress,bigram,2,10.0,2.9459,3
surveys,unigram,2,10.0,2.9459,3
sustainability related,bigram,2,10.0,2.9459,3
sustainability report,bigram,2,10.0,2.9459,3
tax cuts,bigram,2,10.0,2.9459,3
technology risks,bigram,2,10.0,2.9459,3
telematics,unigram,2,10.0,2.9459,3
term value,bigram,2,10.0,2.9459,3
time horizon,bigram,2,10.0,2.9459,3
touch,unigram,2,10.0,2.9459,3
trained,unigram,2,10.0,2.9459,3
transfer,unigram,2,10.0,2.9459,3
transition risks,bigram,2,10.0,2.9459,3
transitioned,unigram,2,10.0,2.9459,3
understanding group,bigram,2,10.0,2.9459,3
understood,unigram,2,10.0,2.9459,3
uniquely positioned,bigram,2,10.0,2.9459,3
using data,bigram,2,10.0,2.9459,3
variety,unigram,2,10.0,2.9459,3
vendor,unigram,2,10.0,2.9459,3
visited,unigram,2,10.0,2.9459,3
vulnerable,unigram,2,10.0,2.9459,3
wave,unigram,2,10.0,2.9459,3
weekly,unigram,2,10.0,2.9459,3
won,unigram,2,10.0,2.9459,3
workloads,unigram,2,10.0,2.9459,3
ability deliver,bigram,2,10.0,2.9459,2
ability scale,bigram,2,10.0,2.9459,2
accelerated investment,bigram,2,10.0,2.9459,2
accelerator,unigram,2,10.0,2.9459,2
access comprehensive,bigram,2,10.0,2.9459,2
according,unigram,2,10.0,2.9459,2
accounting entries,bigram,2,10.0,2.9459,2
accounting financials,bigram,2,10.0,2.9459,2
accurate data,bigram,2,10.0,2.9459,2
acknowledging,unigram,2,10.0,2.9459,2
actions artificial,bigram,2,10.0,2.9459,2
activities processes,bigram,2,10.0,2.9459,2
activities strategy,bigram,2,10.0,2.9459,2
actors use,bigram,2,10.0,2.9459,2
adding,unigram,2,10.0,2.9459,2
addition ai,bigram,2,10.0,2.9459,2
addresses,unigram,2,10.0,2.9459,2
addressing,unigram,2,10.0,2.9459,2
administrative,unigram,2,10.0,2.9459,2
adopt,unigram,2,10.0,2.9459,2
adoption digital,bigram,2,10.0,2.9459,2
adoption external,bigram,2,10.0,2.9459,2
adoption new,bigram,2,10.0,2.9459,2
adoption use,bigram,2,10.0,2.9459,2
advance,unigram,2,10.0,2.9459,2
advanced ai,bigram,2,10.0,2.9459,2
advanced analytics,bigram,2,10.0,2.9459,2
advanced digital,bigram,2,10.0,2.9459,2
adversely impact,bigram,2,10.0,2.9459,2
advice gap,bigram,2,10.0,2.9459,2
advisor,unigram,2,10.0,2.9459,2
affordable,unigram,2,10.0,2.9459,2
african,unigram,2,10.0,2.9459,2
age,unigram,2,10.0,2.9459,2
agenda available,bigram,2,10.0,2.9459,2
agents using,bigram,2,10.0,2.9459,2
aggregate,unigram,2,10.0,2.9459,2
aggregate bias,bigram,2,10.0,2.9459,2
agile ai,bigram,2,10.0,2.9459,2
agreement,unigram,2,10.0,2.9459,2
agreements,unigram,2,10.0,2.9459,2
agriculture,unigram,2,10.0,2.9459,2
ai accelerating,bigram,2,10.0,2.9459,2
ai approach,bigram,2,10.0,2.9459,2
ai areas,bigram,2,10.0,2.9459,2
ai brings,bigram,2,10.0,2.9459,2
ai cloud,bigram,2,10.0,2.9459,2
ai committee,bigram,2,10.0,2.9459,2
ai company,bigram,2,10.0,2.9459,2
ai continues,bigram,2,10.0,2.9459,2
ai controls,bigram,2,10.0,2.9459,2
ai cybersecurity,bigram,2,10.0,2.9459,2
ai deep,bigram,2,10.0,2.9459,2
ai drive,bigram,2,10.0,2.9459,2
ai enablement,bigram,2,10.0,2.9459,2
ai enabler,bigram,2,10.0,2.9459,2
ai enhanced,bigram,2,10.0,2.9459,2
ai environment,bigram,2,10.0,2.9459,2
ai essential,bigram,2,10.0,2.9459,2
ai expanding,bigram,2,10.0,2.9459,2
ai expertise,bigram,2,10.0,2.9459,2
ai external,bigram,2,10.0,2.9459,2
ai foundations,bigram,2,10.0,2.9459,2
ai framework,bigram,2,10.0,2.9459,2
ai generated,bigram,2,10.0,2.9459,2
ai generative,bigram,2,10.0,2.9459,2
ai help,bigram,2,10.0,2.9459,2
ai helping,bigram,2,10.0,2.9459,2
ai impact,bigram,2,10.0,2.9459,2
ai implemented,bigram,2,10.0,2.9459,2
ai improved,bigram,2,10.0,2.9459,2
ai increased,bigram,2,10.0,2.9459,2
ai information,bigram,2,10.0,2.9459,2
ai initiatives,bigram,2,10.0,2.9459,2
ai investors,bigram,2,10.0,2.9459,2
ai key,bigram,2,10.0,2.9459,2
ai literacy,bigram,2,10.0,2.9459,2
ai management,bigram,2,10.0,2.9459,2
ai operational,bigram,2,10.0,2.9459,2
ai opportunities,bigram,2,10.0,2.9459,2
ai partnership,bigram,2,10.0,2.9459,2
ai platform,bigram,2,10.0,2.9459,2
ai potential,bigram,2,10.0,2.9459,2
ai process,bigram,2,10.0,2.9459,2
ai quantum,bigram,2,10.0,2.9459,2
ai range,bigram,2,10.0,2.9459,2
ai safety,bigram,2,10.0,2.9459,2
ai simplification,bigram,2,10.0,2.9459,2
ai software,bigram,2,10.0,2.9459,2
ai solve,bigram,2,10.0,2.9459,2
ai strategic,bigram,2,10.0,2.9459,2
ai support,bigram,2,10.0,2.9459,2
ai tax,bigram,2,10.0,2.9459,2
ai today,bigram,2,10.0,2.9459,2
ai transform,bigram,2,10.0,2.9459,2
ai transformation,bigram,2,10.0,2.9459,2
ai workloads,bigram,2,10.0,2.9459,2
aifinancial,unigram,2,10.0,2.9459,2
aifinancial markets,bigram,2,10.0,2.9459,2
aimed,unigram,2,10.0,2.9459,2
albeit,unigram,2,10.0,2.9459,2
aligning,unigram,2,10.0,2.9459,2
aligns,unigram,2,10.0,2.9459,2
allowance,unigram,2,10.0,2.9459,2
allowing customers,bigram,2,10.0,2.9459,2
alternative,unigram,2,10.0,2.9459,2
amazon,unigram,2,10.0,2.9459,2
amazon web,bigram,2,10.0,2.9459,2
amendments,unigram,2,10.0,2.9459,2
amidst,unigram,2,10.0,2.9459,2
amplifying,unigram,2,10.0,2.9459,2
analyses,unigram,2,10.0,2.9459,2
analytics infrastructure,bigram,2,10.0,2.9459,2
analytics solutions,bigram,2,10.0,2.9459,2
andand,unigram,2,10.0,2.9459,2
ann,unigram,2,10.0,2.9459,2
anti bribery,bigram,2,10.0,2.9459,2
anticipate respond,bigram,2,10.0,2.9459,2
applic,unigram,2,10.0,2.9459,2
application programming,bigram,2,10.0,2.9459,2
applies,unigram,2,10.0,2.9459,2
approach artificial,bigram,2,10.0,2.9459,2
approach implementation,bigram,2,10.0,2.9459,2
approaches including,bigram,2,10.0,2.9459,2
appropriate risk,bigram,2,10.0,2.9459,2
appropriate support,bigram,2,10.0,2.9459,2
appropriate use,bigram,2,10.0,2.9459,2
appropriately,unigram,2,10.0,2.9459,2
appropriateness journal,bigram,2,10.0,2.9459,2
approved board,bigram,2,10.0,2.9459,2
areas focus,bigram,2,10.0,2.9459,2
areas including,bigram,2,10.0,2.9459,2
arising ai,bigram,2,10.0,2.9459,2
articulation,unigram,2,10.0,2.9459,2
ary,unigram,2,10.0,2.9459,2
aspects,unigram,2,10.0,2.9459,2
aspirations,unigram,2,10.0,2.9459,2
asse,unigram,2,10.0,2.9459,2
assess impact,bigram,2,10.0,2.9459,2
assessed indicators,bigram,2,10.0,2.9459,2
assesses,unigram,2,10.0,2.9459,2
assessing bias,bigram,2,10.0,2.9459,2
assessment control,bigram,2,10.0,2.9459,2
assessment effectiveness,bigram,2,10.0,2.9459,2
assessments risk,bigram,2,10.0,2.9459,2
assets business,bigram,2,10.0,2.9459,2
assets operational,bigram,2,10.0,2.9459,2
assistants,unigram,2,10.0,2.9459,2
associated artificial,bigram,2,10.0,2.9459,2
assume,unigram,2,10.0,2.9459,2
ata,unigram,2,10.0,2.9459,2
ategic,unigram,2,10.0,2.9459,2
attackers,unigram,2,10.0,2.9459,2
attendance,unigram,2,10.0,2.9459,2
attending,unigram,2,10.0,2.9459,2
aud,unigram,2,10.0,2.9459,2
audit function,bigram,2,10.0,2.9459,2
audit procedures,bigram,2,10.0,2.9459,2
audit process,bigram,2,10.0,2.9459,2
auditing,unigram,2,10.0,2.9459,2
augmented,unigram,2,10.0,2.9459,2
aum,unigram,2,10.0,2.9459,2
australia,unigram,2,10.0,2.9459,2
authorities,unigram,2,10.0,2.9459,2
automating,unigram,2,10.0,2.9459,2
automation artificial,bigram,2,10.0,2.9459,2
automation key,bigram,2,10.0,2.9459,2
automation operational,bigram,2,10.0,2.9459,2
automation tools,bigram,2,10.0,2.9459,2
avoid,unigram,2,10.0,2.9459,2
backdrop,unigram,2,10.0,2.9459,2
background,unigram,2,10.0,2.9459,2
bank ai,bigram,2,10.0,2.9459,2
bank wide,bigram,2,10.0,2.9459,2
banking financial,bigram,2,10.0,2.9459,2
began,unigram,2,10.0,2.9459,2
begun,unigram,2,10.0,2.9459,2
believes,unigram,2,10.0,2.9459,2
benchmarks,unigram,2,10.0,2.9459,2
benefits pension,bigram,2,10.0,2.9459,2
benefitting,unigram,2,10.0,2.9459,2
better customer,bigram,2,10.0,2.9459,2
better serve,bigram,2,10.0,2.9459,2
better value,bigram,2,10.0,2.9459,2
bi,unigram,2,10.0,2.9459,2
bi annual,bigram,2,10.0,2.9459,2
bias financial,bigram,2,10.0,2.9459,2
biggest,unigram,2,10.0,2.9459,2
bilateral,unigram,2,10.0,2.9459,2
billion end,bigram,2,10.0,2.9459,2
blockchain tokenisation,bigram,2,10.0,2.9459,2
board activities,bigram,2,10.0,2.9459,2
board ai,bigram,2,10.0,2.9459,2
board approval,bigram,2,10.0,2.9459,2
board committee,bigram,2,10.0,2.9459,2
board discussed,bigram,2,10.0,2.9459,2
board meeting,bigram,2,10.0,2.9459,2
board member,bigram,2,10.0,2.9459,2
board provided,bigram,2,10.0,2.9459,2
board undertook,bigram,2,10.0,2.9459,2
boards,unigram,2,10.0,2.9459,2
boost,unigram,2,10.0,2.9459,2
bots,unigram,2,10.0,2.9459,2
brands,unigram,2,10.0,2.9459,2
bridge,unigram,2,10.0,2.9459,2
bring greater,bigram,2,10.0,2.9459,2
broker,unigram,2,10.0,2.9459,2
bu,unigram,2,10.0,2.9459,2
budgeting,unigram,2,10.0,2.9459,2
build connections,bigram,2,10.0,2.9459,2
build seamless,bigram,2,10.0,2.9459,2
build skills,bigram,2,10.0,2.9459,2
building new,bigram,2,10.0,2.9459,2
building skills,bigram,2,10.0,2.9459,2
busi,unigram,2,10.0,2.9459,2
business activities,bigram,2,10.0,2.9459,2
business automation,bigram,2,10.0,2.9459,2
business building,bigram,2,10.0,2.9459,2
business communicated,bigram,2,10.0,2.9459,2
business customer,bigram,2,10.0,2.9459,2
business customers,bigram,2,10.0,2.9459,2
business decisions,bigram,2,10.0,2.9459,2
business enhance,bigram,2,10.0,2.9459,2
business growth,bigram,2,10.0,2.9459,2
business leaders,bigram,2,10.0,2.9459,2
business models,bigram,2,10.0,2.9459,2
business objectives,bigram,2,10.0,2.9459,2
business related,bigram,2,10.0,2.9459,2
business results,bigram,2,10.0,2.9459,2
business strategy,bigram,2,10.0,2.9459,2
buy,unigram,2,10.0,2.9459,2
called,unigram,2,10.0,2.9459,2
campaign,unigram,2,10.0,2.9459,2
campaigns,unigram,2,10.0,2.9459,2
candidates,unigram,2,10.0,2.9459,2
capabilities enhance,bigram,2,10.0,2.9459,2
capabilities including,bigram,2,10.0,2.9459,2
